employee_id,skill_id,proficiency
denise.powell.E0533@neosmith.com,SKILL_80631C9A,2
adrienne.mckenzie.E0534@neosmith.com,SKILL_C0F7BDF5,2
adrienne.mckenzie.E0534@neosmith.com,SKILL_DDB6691A,5
adrienne.mckenzie.E0534@neosmith.com,SKILL_855A73EC,2
adrienne.mckenzie.E0534@neosmith.com,SKILL_F31AC2D4,3
tracey.watson.E0535@neosmith.com,SKILL_D3D6E857,4
tracey.watson.E0535@neosmith.com,SKILL_DDB6691A,2
tracey.watson.E0535@neosmith.com,SKILL_DD1DDE98,4
tracey.watson.E0535@neosmith.com,SKILL_F31AC2D4,3
david.johnson.E0536@neosmith.com,SKILL_DDB6691A,4
david.johnson.E0536@neosmith.com,SKILL_71F7A49B,4
david.johnson.E0536@neosmith.com,SKILL_2F487A99,4
david.johnson.E0536@neosmith.com,SKILL_CBC99400,5
bonnie.shaw.E0537@neosmith.com,SKILL_E9A11C18,2
bonnie.shaw.E0537@neosmith.com,SKILL_880761C0,2
bonnie.shaw.E0537@neosmith.com,SKILL_71F7A49B,2
michael.thompson.E0538@neosmith.com,SKILL_71F7A49B,2
michael.thompson.E0538@neosmith.com,SKILL_8CA47A63,3
michael.thompson.E0538@neosmith.com,SKILL_F31AC2D4,2
michael.thompson.E0538@neosmith.com,SKILL_DB127C6F,5
anthony.forbes.E0539@neosmith.com,SKILL_2F487A99,4
anthony.forbes.E0539@neosmith.com,SKILL_855A73EC,3
anthony.forbes.E0539@neosmith.com,SKILL_71F7A49B,2
jamie.page.E0540@neosmith.com,SKILL_F31AC2D4,3
jamie.page.E0540@neosmith.com,SKILL_855A73EC,5
jamie.page.E0540@neosmith.com,SKILL_2F487A99,3
jamie.page.E0540@neosmith.com,SKILL_697651E3,3
jamie.page.E0540@neosmith.com,SKILL_CBFF6FA1,2
laura.smith.E0541@neosmith.com,SKILL_5CA78BBD,4
laura.smith.E0541@neosmith.com,SKILL_60C996F5,3
laura.smith.E0541@neosmith.com,SKILL_5A98FC10,5
laura.smith.E0541@neosmith.com,SKILL_288BC984,5
hannah.stevens.E0542@neosmith.com,SKILL_83C13EAB,2
hannah.stevens.E0542@neosmith.com,SKILL_DDB6691A,4
hannah.stevens.E0542@neosmith.com,SKILL_0D350D51,5
hannah.stevens.E0542@neosmith.com,SKILL_880761C0,4
katherine.richardson.E0543@neosmith.com,SKILL_CBC99400,3
katherine.richardson.E0543@neosmith.com,SKILL_2F487A99,4
katherine.richardson.E0543@neosmith.com,SKILL_F31AC2D4,3
katherine.richardson.E0543@neosmith.com,SKILL_83C13EAB,4
katherine.richardson.E0543@neosmith.com,SKILL_288BC984,3
melanie.owens.E0544@neosmith.com,SKILL_CC9AD54B,3
melanie.owens.E0544@neosmith.com,SKILL_83C13EAB,3
melanie.owens.E0544@neosmith.com,SKILL_71F7A49B,5
melanie.owens.E0544@neosmith.com,SKILL_2F487A99,4
jason.hunt.E0545@neosmith.com,SKILL_F31AC2D4,2
jason.hunt.E0545@neosmith.com,SKILL_71F7A49B,5
jason.hunt.E0545@neosmith.com,SKILL_880761C0,5
jason.hunt.E0545@neosmith.com,SKILL_CC9AD54B,5
daniel.everett.E0546@neosmith.com,SKILL_CBC99400,2
daniel.everett.E0546@neosmith.com,SKILL_B181DCC5,4
daniel.everett.E0546@neosmith.com,SKILL_83C13EAB,3
daniel.everett.E0546@neosmith.com,SKILL_75A423DB,2
daniel.everett.E0546@neosmith.com,SKILL_4FB85B92,4
chad.wolf.E0547@neosmith.com,SKILL_78DE6041,3
chad.wolf.E0547@neosmith.com,SKILL_288BC984,4
chad.wolf.E0547@neosmith.com,SKILL_86F015E1,2
alicia.lyons.E0548@neosmith.com,SKILL_DEFE2D29,2
alicia.lyons.E0548@neosmith.com,SKILL_2F487A99,2
alicia.lyons.E0548@neosmith.com,SKILL_DB127C6F,5
danielle.bowman.E0549@neosmith.com,SKILL_0837B786,5
danielle.bowman.E0549@neosmith.com,SKILL_DDB6691A,5
danielle.bowman.E0549@neosmith.com,SKILL_87453C7C,2
lucas.melendez.E0550@neosmith.com,SKILL_71F7A49B,2
lucas.melendez.E0550@neosmith.com,SKILL_880761C0,2
lucas.melendez.E0550@neosmith.com,SKILL_288BC984,2
keith.cantu.E0551@neosmith.com,SKILL_CBC99400,4
keith.cantu.E0551@neosmith.com,SKILL_F31AC2D4,4
keith.cantu.E0551@neosmith.com,SKILL_CC9AD54B,3
ruth.mejia.E0552@neosmith.com,SKILL_F31AC2D4,3
ruth.mejia.E0552@neosmith.com,SKILL_CBC99400,3
ruth.mejia.E0552@neosmith.com,SKILL_880761C0,3
ruth.mejia.E0552@neosmith.com,SKILL_0D350D51,2
lindsay.jones.E0553@neosmith.com,SKILL_B5F84134,5
lindsay.jones.E0553@neosmith.com,SKILL_CBC99400,2
lindsay.jones.E0553@neosmith.com,SKILL_89548964,2
lindsay.jones.E0553@neosmith.com,SKILL_71F7A49B,5
jesus.smith.E0554@neosmith.com,SKILL_CBC99400,3
jesus.smith.E0554@neosmith.com,SKILL_855A73EC,5
jesus.smith.E0554@neosmith.com,SKILL_F31AC2D4,5
jesus.smith.E0554@neosmith.com,SKILL_B8633877,4
jesus.smith.E0554@neosmith.com,SKILL_527A882E,5
stephanie.brown.E0555@neosmith.com,SKILL_CBC99400,2
stephanie.brown.E0555@neosmith.com,SKILL_DDB6691A,3
stephanie.brown.E0555@neosmith.com,SKILL_DD1DDE98,2
laura.osborne.E0556@neosmith.com,SKILL_2F487A99,2
laura.osborne.E0556@neosmith.com,SKILL_DDB6691A,4
laura.osborne.E0556@neosmith.com,SKILL_83C13EAB,2
laura.osborne.E0556@neosmith.com,SKILL_71F7A49B,3
laura.osborne.E0556@neosmith.com,SKILL_75A423DB,3
erik.thompson.E0557@neosmith.com,SKILL_880761C0,5
erik.thompson.E0557@neosmith.com,SKILL_E9A11C18,2
erik.thompson.E0557@neosmith.com,SKILL_288BC984,5
erik.thompson.E0557@neosmith.com,SKILL_855A73EC,2
tina.navarro.E0558@neosmith.com,SKILL_83C13EAB,3
tina.navarro.E0558@neosmith.com,SKILL_2F487A99,3
tina.navarro.E0558@neosmith.com,SKILL_CC9AD54B,3
david.king.E0559@neosmith.com,SKILL_2F487A99,4
david.king.E0559@neosmith.com,SKILL_87453C7C,2
david.king.E0559@neosmith.com,SKILL_CC9AD54B,2
david.king.E0559@neosmith.com,SKILL_95EEF0F1,4
randy.mitchell.E0560@neosmith.com,SKILL_697651E3,5
randy.mitchell.E0560@neosmith.com,SKILL_71F7A49B,2
randy.mitchell.E0560@neosmith.com,SKILL_F31AC2D4,3
richard.wang.E0561@neosmith.com,SKILL_880761C0,3
richard.wang.E0561@neosmith.com,SKILL_DDB6691A,2
richard.wang.E0561@neosmith.com,SKILL_71F7A49B,2
maria.carpenter.E0562@neosmith.com,SKILL_71F7A49B,4
maria.carpenter.E0562@neosmith.com,SKILL_880761C0,3
maria.carpenter.E0562@neosmith.com,SKILL_2F487A99,2
maria.carpenter.E0562@neosmith.com,SKILL_855A73EC,5
maria.carpenter.E0562@neosmith.com,SKILL_CBC99400,4
erin.brown.E0563@neosmith.com,SKILL_288BC984,2
erin.brown.E0563@neosmith.com,SKILL_CC9AD54B,5
erin.brown.E0563@neosmith.com,SKILL_855A73EC,2
erin.brown.E0563@neosmith.com,SKILL_2F487A99,4
erin.brown.E0563@neosmith.com,SKILL_880761C0,5
betty.thornton.E0564@neosmith.com,SKILL_880761C0,4
betty.thornton.E0564@neosmith.com,SKILL_DDB6691A,3
betty.thornton.E0564@neosmith.com,SKILL_721D2429,4
desiree.bailey.E0565@neosmith.com,SKILL_F31AC2D4,4
desiree.bailey.E0565@neosmith.com,SKILL_83C13EAB,5
desiree.bailey.E0565@neosmith.com,SKILL_DDB6691A,3
desiree.bailey.E0565@neosmith.com,SKILL_D3D6E857,3
desiree.bailey.E0565@neosmith.com,SKILL_880761C0,5
hayley.turner.E0566@neosmith.com,SKILL_855A73EC,2
hayley.turner.E0566@neosmith.com,SKILL_880761C0,3
hayley.turner.E0566@neosmith.com,SKILL_2F487A99,3
brian.patrick.E0567@neosmith.com,SKILL_2F487A99,5
brian.patrick.E0567@neosmith.com,SKILL_855A73EC,4
brian.patrick.E0567@neosmith.com,SKILL_71F7A49B,2
brian.patrick.E0567@neosmith.com,SKILL_F31AC2D4,3
joseph.matthews.E0568@neosmith.com,SKILL_CBC99400,4
joseph.matthews.E0568@neosmith.com,SKILL_F31AC2D4,4
joseph.matthews.E0568@neosmith.com,SKILL_880761C0,5
joseph.matthews.E0568@neosmith.com,SKILL_DEFE2D29,2
joseph.matthews.E0568@neosmith.com,SKILL_DDB6691A,4
ashley.walker.E0569@neosmith.com,SKILL_855A73EC,4
ashley.walker.E0569@neosmith.com,SKILL_83C13EAB,3
ashley.walker.E0569@neosmith.com,SKILL_87453C7C,2
james.wright.E0570@neosmith.com,SKILL_71F7A49B,2
james.wright.E0570@neosmith.com,SKILL_83C13EAB,3
james.wright.E0570@neosmith.com,SKILL_288BC984,4
stephanie.jenkins.E0571@neosmith.com,SKILL_AE8F6BBD,4
stephanie.jenkins.E0571@neosmith.com,SKILL_288BC984,3
stephanie.jenkins.E0571@neosmith.com,SKILL_F31AC2D4,4
jessica.sanders.E0572@neosmith.com,SKILL_83C13EAB,4
jessica.sanders.E0572@neosmith.com,SKILL_F20C5F42,3
jessica.sanders.E0572@neosmith.com,SKILL_288BC984,4
jessica.sanders.E0572@neosmith.com,SKILL_71F7A49B,2
teresa.williamson.E0573@neosmith.com,SKILL_CBC99400,3
teresa.williamson.E0573@neosmith.com,SKILL_288BC984,5
teresa.williamson.E0573@neosmith.com,SKILL_F31AC2D4,3
jonathan.johnson.E0574@neosmith.com,SKILL_CC9AD54B,3
jonathan.johnson.E0574@neosmith.com,SKILL_721D2429,4
jonathan.johnson.E0574@neosmith.com,SKILL_880761C0,5
jonathan.johnson.E0574@neosmith.com,SKILL_855A73EC,3
jonathan.johnson.E0574@neosmith.com,SKILL_71F7A49B,3
crystal.mack.E0575@neosmith.com,SKILL_855A73EC,3
crystal.mack.E0575@neosmith.com,SKILL_83C13EAB,5
crystal.mack.E0575@neosmith.com,SKILL_DDB6691A,2
crystal.mack.E0575@neosmith.com,SKILL_F31AC2D4,4
heather.pena.E0576@neosmith.com,SKILL_2F487A99,4
heather.pena.E0576@neosmith.com,SKILL_CC9AD54B,3
heather.pena.E0576@neosmith.com,SKILL_289D13F1,2
shelby.perez.E0577@neosmith.com,SKILL_DDB6691A,3
shelby.perez.E0577@neosmith.com,SKILL_288BC984,5
shelby.perez.E0577@neosmith.com,SKILL_CBC99400,4
shelby.perez.E0577@neosmith.com,SKILL_880761C0,2
shelby.perez.E0577@neosmith.com,SKILL_86F015E1,5
beverly.blackwell.E0578@neosmith.com,SKILL_DDB6691A,4
beverly.blackwell.E0578@neosmith.com,SKILL_880761C0,5
beverly.blackwell.E0578@neosmith.com,SKILL_855A73EC,5
beverly.blackwell.E0578@neosmith.com,SKILL_A7242F77,5
beverly.blackwell.E0578@neosmith.com,SKILL_83C13EAB,2
ariel.garcia.E0579@neosmith.com,SKILL_CC9AD54B,5
ariel.garcia.E0579@neosmith.com,SKILL_CBC99400,2
ariel.garcia.E0579@neosmith.com,SKILL_855A73EC,4
ross.mercer.E0580@neosmith.com,SKILL_F31AC2D4,2
ross.mercer.E0580@neosmith.com,SKILL_CBC99400,5
ross.mercer.E0580@neosmith.com,SKILL_855A73EC,5
ross.mercer.E0580@neosmith.com,SKILL_CC9AD54B,2
dillon.ball.E0581@neosmith.com,SKILL_288BC984,3
dillon.ball.E0581@neosmith.com,SKILL_5A98FC10,3
dillon.ball.E0581@neosmith.com,SKILL_855A73EC,2
dillon.ball.E0581@neosmith.com,SKILL_DDB6691A,2
dillon.ball.E0581@neosmith.com,SKILL_71F7A49B,3
barbara.wallace.E0582@neosmith.com,SKILL_880761C0,2
barbara.wallace.E0582@neosmith.com,SKILL_83C13EAB,4
barbara.wallace.E0582@neosmith.com,SKILL_2F487A99,3
barbara.wallace.E0582@neosmith.com,SKILL_855A73EC,5
mitchell.vance.jr..E0583@neosmith.com,SKILL_855A73EC,5
mitchell.vance.jr..E0583@neosmith.com,SKILL_880761C0,3
mitchell.vance.jr..E0583@neosmith.com,SKILL_80631C9A,4
mitchell.vance.jr..E0583@neosmith.com,SKILL_83C13EAB,3
mitchell.vance.jr..E0583@neosmith.com,SKILL_CBC99400,3
renee.campbell.E0584@neosmith.com,SKILL_83C13EAB,5
renee.campbell.E0584@neosmith.com,SKILL_721D2429,2
renee.campbell.E0584@neosmith.com,SKILL_2F487A99,5
renee.campbell.E0584@neosmith.com,SKILL_880761C0,4
brenda.williams.E0585@neosmith.com,SKILL_288BC984,4
brenda.williams.E0585@neosmith.com,SKILL_69F85FF1,4
brenda.williams.E0585@neosmith.com,SKILL_DDB6691A,3
brenda.williams.E0585@neosmith.com,SKILL_71F7A49B,3
brenda.williams.E0585@neosmith.com,SKILL_3F2CD78C,3
martin.carroll.E0586@neosmith.com,SKILL_CC9AD54B,5
martin.carroll.E0586@neosmith.com,SKILL_83C13EAB,5
martin.carroll.E0586@neosmith.com,SKILL_75A423DB,2
sarah.acosta.E0587@neosmith.com,SKILL_F31AC2D4,4
sarah.acosta.E0587@neosmith.com,SKILL_DDB6691A,3
sarah.acosta.E0587@neosmith.com,SKILL_2F487A99,4
sarah.acosta.E0587@neosmith.com,SKILL_86F015E1,5
anne.oconnor.E0588@neosmith.com,SKILL_DDB6691A,3
anne.oconnor.E0588@neosmith.com,SKILL_A7242F77,4
anne.oconnor.E0588@neosmith.com,SKILL_F31AC2D4,3
haley.ibarra.E0589@neosmith.com,SKILL_288BC984,5
haley.ibarra.E0589@neosmith.com,SKILL_0837B786,3
haley.ibarra.E0589@neosmith.com,SKILL_CBC99400,5
jay.lin.E0590@neosmith.com,SKILL_855A73EC,2
jay.lin.E0590@neosmith.com,SKILL_697651E3,5
jay.lin.E0590@neosmith.com,SKILL_71F7A49B,2
jay.lin.E0590@neosmith.com,SKILL_087054E4,2
krystal.bell.E0591@neosmith.com,SKILL_288BC984,4
krystal.bell.E0591@neosmith.com,SKILL_AE8F6BBD,2
krystal.bell.E0591@neosmith.com,SKILL_880761C0,5
krystal.bell.E0591@neosmith.com,SKILL_83C13EAB,2
krystal.bell.E0591@neosmith.com,SKILL_F31AC2D4,5
richard.scott.E0592@neosmith.com,SKILL_2F487A99,2
richard.scott.E0592@neosmith.com,SKILL_DDB6691A,5
richard.scott.E0592@neosmith.com,SKILL_83C13EAB,3
richard.scott.E0592@neosmith.com,SKILL_F20C5F42,3
jill.williams.E0593@neosmith.com,SKILL_DDB6691A,3
jill.williams.E0593@neosmith.com,SKILL_89548964,3
jill.williams.E0593@neosmith.com,SKILL_288BC984,5
tonya.adams.E0594@neosmith.com,SKILL_B8633877,3
tonya.adams.E0594@neosmith.com,SKILL_71F7A49B,5
tonya.adams.E0594@neosmith.com,SKILL_288BC984,4
tonya.adams.E0594@neosmith.com,SKILL_721D2429,3
justin.ryan.E0595@neosmith.com,SKILL_855A73EC,4
justin.ryan.E0595@neosmith.com,SKILL_880761C0,2
justin.ryan.E0595@neosmith.com,SKILL_CBC99400,2
justin.ryan.E0595@neosmith.com,SKILL_DD1DDE98,5
jessica.harrington.E0596@neosmith.com,SKILL_2F487A99,4
jessica.harrington.E0596@neosmith.com,SKILL_DDB6691A,4
jessica.harrington.E0596@neosmith.com,SKILL_B181DCC5,3
jessica.harrington.E0596@neosmith.com,SKILL_F31AC2D4,5
jessica.harrington.E0596@neosmith.com,SKILL_880761C0,3
richard.hardin.E0597@neosmith.com,SKILL_CC9AD54B,3
richard.hardin.E0597@neosmith.com,SKILL_880761C0,2
richard.hardin.E0597@neosmith.com,SKILL_13438B99,4
richard.hardin.E0597@neosmith.com,SKILL_71F7A49B,4
lisa.navarro.E0598@neosmith.com,SKILL_855A73EC,2
lisa.navarro.E0598@neosmith.com,SKILL_DB127C6F,2
lisa.navarro.E0598@neosmith.com,SKILL_A7242F77,3
lisa.navarro.E0598@neosmith.com,SKILL_F31AC2D4,3
lisa.navarro.E0598@neosmith.com,SKILL_CC9AD54B,4
leslie.henderson.E0599@neosmith.com,SKILL_F31AC2D4,3
leslie.henderson.E0599@neosmith.com,SKILL_CC9AD54B,5
leslie.henderson.E0599@neosmith.com,SKILL_2F487A99,5
leslie.henderson.E0599@neosmith.com,SKILL_DDB6691A,3
leslie.henderson.E0599@neosmith.com,SKILL_87453C7C,3
richard.green.E0600@neosmith.com,SKILL_2F487A99,2
richard.green.E0600@neosmith.com,SKILL_CC9AD54B,2
richard.green.E0600@neosmith.com,SKILL_880761C0,4
sherri.lang.E0601@neosmith.com,SKILL_60C996F5,2
sherri.lang.E0601@neosmith.com,SKILL_2F487A99,5
sherri.lang.E0601@neosmith.com,SKILL_83C13EAB,5
steven.ross.E0602@neosmith.com,SKILL_EC028BB8,4
steven.ross.E0602@neosmith.com,SKILL_880761C0,2
steven.ross.E0602@neosmith.com,SKILL_71F7A49B,4
michael.king.E0603@neosmith.com,SKILL_83C13EAB,3
michael.king.E0603@neosmith.com,SKILL_71F7A49B,2
michael.king.E0603@neosmith.com,SKILL_288BC984,5
michael.king.E0603@neosmith.com,SKILL_F31AC2D4,4
alison.smith.E0604@neosmith.com,SKILL_2F487A99,4
alison.smith.E0604@neosmith.com,SKILL_DDB6691A,3
alison.smith.E0604@neosmith.com,SKILL_721D2429,5
rebecca.stone.md.E0605@neosmith.com,SKILL_D3D6E857,2
rebecca.stone.md.E0605@neosmith.com,SKILL_855A73EC,5
rebecca.stone.md.E0605@neosmith.com,SKILL_2F487A99,2
john.smith.E0606@neosmith.com,SKILL_83C13EAB,2
john.smith.E0606@neosmith.com,SKILL_288BC984,2
john.smith.E0606@neosmith.com,SKILL_F31AC2D4,4
kristen.williamson.E0607@neosmith.com,SKILL_83C13EAB,5
kristen.williamson.E0607@neosmith.com,SKILL_78DE6041,5
kristen.williamson.E0607@neosmith.com,SKILL_71F7A49B,5
kerri.cervantes.E0608@neosmith.com,SKILL_880761C0,2
kerri.cervantes.E0608@neosmith.com,SKILL_71F7A49B,2
kerri.cervantes.E0608@neosmith.com,SKILL_DDB6691A,5
kerri.cervantes.E0608@neosmith.com,SKILL_CBC99400,4
kerri.cervantes.E0608@neosmith.com,SKILL_2F487A99,4
kristina.leach.E0609@neosmith.com,SKILL_855A73EC,4
kristina.leach.E0609@neosmith.com,SKILL_0837B786,2
kristina.leach.E0609@neosmith.com,SKILL_880761C0,4
alexis.johnson.md.E0610@neosmith.com,SKILL_83C13EAB,4
alexis.johnson.md.E0610@neosmith.com,SKILL_71F7A49B,5
alexis.johnson.md.E0610@neosmith.com,SKILL_CBFF6FA1,3
tara.howell.E0611@neosmith.com,SKILL_5CA78BBD,5
tara.howell.E0611@neosmith.com,SKILL_CBC99400,2
tara.howell.E0611@neosmith.com,SKILL_60C996F5,4
tara.howell.E0611@neosmith.com,SKILL_288BC984,4
jonathan.dixon.E0612@neosmith.com,SKILL_288BC984,3
jonathan.dixon.E0612@neosmith.com,SKILL_83C13EAB,2
jonathan.dixon.E0612@neosmith.com,SKILL_855A73EC,2
jonathan.dixon.E0612@neosmith.com,SKILL_DDB6691A,5
jonathan.dixon.E0612@neosmith.com,SKILL_CC9AD54B,2
craig.myers.E0613@neosmith.com,SKILL_CC9AD54B,5
craig.myers.E0613@neosmith.com,SKILL_80631C9A,2
craig.myers.E0613@neosmith.com,SKILL_880761C0,4
craig.myers.E0613@neosmith.com,SKILL_89548964,3
craig.myers.E0613@neosmith.com,SKILL_F31AC2D4,4
jacob.gonzalez.E0614@neosmith.com,SKILL_721D2429,2
jacob.gonzalez.E0614@neosmith.com,SKILL_DDB6691A,2
jacob.gonzalez.E0614@neosmith.com,SKILL_880761C0,5
julian.greene.E0615@neosmith.com,SKILL_2F487A99,3
julian.greene.E0615@neosmith.com,SKILL_CC9AD54B,3
julian.greene.E0615@neosmith.com,SKILL_CBC99400,5
julian.greene.E0615@neosmith.com,SKILL_71F7A49B,5
julian.greene.E0615@neosmith.com,SKILL_DDB6691A,4
preston.cummings.E0616@neosmith.com,SKILL_DDB6691A,4
preston.cummings.E0616@neosmith.com,SKILL_B181DCC5,5
preston.cummings.E0616@neosmith.com,SKILL_CBC99400,3
preston.cummings.E0616@neosmith.com,SKILL_2F487A99,2
mark.norris.E0617@neosmith.com,SKILL_288BC984,5
mark.norris.E0617@neosmith.com,SKILL_855A73EC,2
mark.norris.E0617@neosmith.com,SKILL_880761C0,4
mark.norris.E0617@neosmith.com,SKILL_13438B99,3
mark.norris.E0617@neosmith.com,SKILL_78DE6041,4
shelly.glover.E0618@neosmith.com,SKILL_2F487A99,4
shelly.glover.E0618@neosmith.com,SKILL_880761C0,2
shelly.glover.E0618@neosmith.com,SKILL_CBC99400,3
shelly.glover.E0618@neosmith.com,SKILL_CC9AD54B,4
john.fleming.E0619@neosmith.com,SKILL_CC9AD54B,5
john.fleming.E0619@neosmith.com,SKILL_2F487A99,3
john.fleming.E0619@neosmith.com,SKILL_855A73EC,3
john.fleming.E0619@neosmith.com,SKILL_CBC99400,2
john.fleming.E0619@neosmith.com,SKILL_87453C7C,4
travis.gregory.E0620@neosmith.com,SKILL_2F487A99,2
travis.gregory.E0620@neosmith.com,SKILL_CC9AD54B,5
travis.gregory.E0620@neosmith.com,SKILL_880761C0,2
michael.taylor.E0621@neosmith.com,SKILL_DDB6691A,3
michael.taylor.E0621@neosmith.com,SKILL_2F487A99,2
michael.taylor.E0621@neosmith.com,SKILL_CBC99400,4
lisa.bautista.E0622@neosmith.com,SKILL_B953923E,5
lisa.bautista.E0622@neosmith.com,SKILL_CBC99400,4
lisa.bautista.E0622@neosmith.com,SKILL_0D350D51,2
lisa.bautista.E0622@neosmith.com,SKILL_CC9AD54B,5
michelle.yates.E0623@neosmith.com,SKILL_CBC99400,3
michelle.yates.E0623@neosmith.com,SKILL_89548964,2
michelle.yates.E0623@neosmith.com,SKILL_F31AC2D4,4
margaret.leon.E0624@neosmith.com,SKILL_721D2429,4
margaret.leon.E0624@neosmith.com,SKILL_C0F7BDF5,4
margaret.leon.E0624@neosmith.com,SKILL_880761C0,3
rachel.sanchez.E0625@neosmith.com,SKILL_880761C0,4
rachel.sanchez.E0625@neosmith.com,SKILL_3F2CD78C,4
rachel.sanchez.E0625@neosmith.com,SKILL_69F85FF1,5
rachel.sanchez.E0625@neosmith.com,SKILL_83C13EAB,5
dylan.mathis.E0626@neosmith.com,SKILL_75A423DB,3
dylan.mathis.E0626@neosmith.com,SKILL_CBC99400,5
dylan.mathis.E0626@neosmith.com,SKILL_83C13EAB,4
dylan.mathis.E0626@neosmith.com,SKILL_71F7A49B,5
dylan.mathis.E0626@neosmith.com,SKILL_CC9AD54B,3
kelly.brown.E0627@neosmith.com,SKILL_83C13EAB,4
kelly.brown.E0627@neosmith.com,SKILL_F31AC2D4,3
kelly.brown.E0627@neosmith.com,SKILL_855A73EC,5
kelly.brown.E0627@neosmith.com,SKILL_E9A11C18,3
molly.smith.E0628@neosmith.com,SKILL_CC9AD54B,4
molly.smith.E0628@neosmith.com,SKILL_855A73EC,5
molly.smith.E0628@neosmith.com,SKILL_83C13EAB,5
william.rivas.E0629@neosmith.com,SKILL_71F7A49B,5
william.rivas.E0629@neosmith.com,SKILL_83C13EAB,3
william.rivas.E0629@neosmith.com,SKILL_F31AC2D4,3
william.rivas.E0629@neosmith.com,SKILL_DDB6691A,3
william.rivas.E0629@neosmith.com,SKILL_517CD5F2,5
melissa.johnson.E0630@neosmith.com,SKILL_855A73EC,3
melissa.johnson.E0630@neosmith.com,SKILL_F31AC2D4,5
melissa.johnson.E0630@neosmith.com,SKILL_CC9AD54B,2
melissa.johnson.E0630@neosmith.com,SKILL_288BC984,4
melissa.johnson.E0630@neosmith.com,SKILL_2F487A99,5
robert.campbell.E0631@neosmith.com,SKILL_AE8F6BBD,3
robert.campbell.E0631@neosmith.com,SKILL_83C13EAB,4
robert.campbell.E0631@neosmith.com,SKILL_F31AC2D4,5
robert.campbell.E0631@neosmith.com,SKILL_DDB6691A,2
robert.campbell.E0631@neosmith.com,SKILL_71F7A49B,4
terry.brown.E0632@neosmith.com,SKILL_71F7A49B,5
terry.brown.E0632@neosmith.com,SKILL_CBC99400,2
terry.brown.E0632@neosmith.com,SKILL_CC9AD54B,5
terry.brown.E0632@neosmith.com,SKILL_B953923E,3
sharon.hernandez.E0633@neosmith.com,SKILL_855A73EC,3
sharon.hernandez.E0633@neosmith.com,SKILL_CC9AD54B,4
sharon.hernandez.E0633@neosmith.com,SKILL_DDB6691A,3
christopher.rodriguez.E0634@neosmith.com,SKILL_880761C0,5
christopher.rodriguez.E0634@neosmith.com,SKILL_F31AC2D4,4
christopher.rodriguez.E0634@neosmith.com,SKILL_CBC99400,4
christopher.rodriguez.E0634@neosmith.com,SKILL_83C13EAB,5
jordan.taylor.E0635@neosmith.com,SKILL_288BC984,2
jordan.taylor.E0635@neosmith.com,SKILL_F31AC2D4,4
jordan.taylor.E0635@neosmith.com,SKILL_D3D6E857,5
jordan.taylor.E0635@neosmith.com,SKILL_CC9AD54B,2
jordan.taylor.E0635@neosmith.com,SKILL_DD1DDE98,3
paula.walker.E0636@neosmith.com,SKILL_CC9AD54B,5
paula.walker.E0636@neosmith.com,SKILL_288BC984,2
paula.walker.E0636@neosmith.com,SKILL_2F487A99,3
julia.weaver.E0637@neosmith.com,SKILL_855A73EC,2
julia.weaver.E0637@neosmith.com,SKILL_78DE6041,3
julia.weaver.E0637@neosmith.com,SKILL_288BC984,3
julia.weaver.E0637@neosmith.com,SKILL_13438B99,5
thomas.johnson.E0638@neosmith.com,SKILL_DB127C6F,2
thomas.johnson.E0638@neosmith.com,SKILL_F31AC2D4,3
thomas.johnson.E0638@neosmith.com,SKILL_CBC99400,4
justin.carney.E0639@neosmith.com,SKILL_288BC984,2
justin.carney.E0639@neosmith.com,SKILL_71F7A49B,4
justin.carney.E0639@neosmith.com,SKILL_87453C7C,5
justin.carney.E0639@neosmith.com,SKILL_F31AC2D4,3
justin.carney.E0639@neosmith.com,SKILL_CBC99400,5
donna.house.E0640@neosmith.com,SKILL_087054E4,4
donna.house.E0640@neosmith.com,SKILL_CBC99400,4
donna.house.E0640@neosmith.com,SKILL_71F7A49B,3
donna.house.E0640@neosmith.com,SKILL_855A73EC,5
donna.house.E0640@neosmith.com,SKILL_880761C0,2
austin.henry.E0641@neosmith.com,SKILL_CC9AD54B,4
austin.henry.E0641@neosmith.com,SKILL_CBC99400,4
austin.henry.E0641@neosmith.com,SKILL_71F7A49B,4
austin.henry.E0641@neosmith.com,SKILL_F31AC2D4,4
austin.henry.E0641@neosmith.com,SKILL_60C996F5,2
christopher.delgado.E0642@neosmith.com,SKILL_71F7A49B,2
christopher.delgado.E0642@neosmith.com,SKILL_B953923E,2
christopher.delgado.E0642@neosmith.com,SKILL_DDB6691A,5
christopher.delgado.E0642@neosmith.com,SKILL_288BC984,5
christopher.delgado.E0642@neosmith.com,SKILL_83C13EAB,5
jennifer.nichols.E0643@neosmith.com,SKILL_855A73EC,3
jennifer.nichols.E0643@neosmith.com,SKILL_B5F84134,3
jennifer.nichols.E0643@neosmith.com,SKILL_CC9AD54B,4
jennifer.nichols.E0643@neosmith.com,SKILL_CBC99400,4
dawn.barry.E0644@neosmith.com,SKILL_CC9AD54B,5
dawn.barry.E0644@neosmith.com,SKILL_71F7A49B,3
dawn.barry.E0644@neosmith.com,SKILL_CBC99400,4
terry.rivera.E0645@neosmith.com,SKILL_69F85FF1,4
terry.rivera.E0645@neosmith.com,SKILL_2F487A99,3
terry.rivera.E0645@neosmith.com,SKILL_880761C0,5
