emp_id_1,emp_id_2,weight
maria.foley.E4832@neosmith.com,william.nichols.E3172@neosmith.com,0.7
donald.brown.E0719@neosmith.com,rebecca.rogers.E2427@neosmith.com,0.61
joseph.holloway.E4544@neosmith.com,susan.davis.E4107@neosmith.com,0.7
richard.cummings.E1207@neosmith.com,dale.gregory.E0396@neosmith.com,0.47
allison.george.E4249@neosmith.com,daniel.hansen.E1898@neosmith.com,0.33
lisa.thompson.E3687@neosmith.com,michael.jarvis.E3930@neosmith.com,0.7
kevin.hampton.E1379@neosmith.com,matthew.hernandez.E3271@neosmith.com,0.37
ernest.brown.E0440@neosmith.com,cynthia.peters.E1178@neosmith.com,0.87
matthew.harris.E3492@neosmith.com,benjamin.knapp.E4010@neosmith.com,0.65
jason.ochoa.E1202@neosmith.com,lynn.vaughn.E2376@neosmith.com,0.27
richard.deleon.E0269@neosmith.com,thomas.zuniga.E1411@neosmith.com,0.4
david.king.E0559@neosmith.com,marie.mcintyre.E1641@neosmith.com,0.31
mr..erik.williams.E2678@neosmith.com,george.meyer.E1984@neosmith.com,0.67
michael.chavez.E2786@neosmith.com,david.wilson.E3744@neosmith.com,0.26
brooke.moore.E2259@neosmith.com,amanda.dixon.E1710@neosmith.com,0.89
amanda.walker.E0504@neosmith.com,brandon.williams.E0897@neosmith.com,0.67
rachel.smith.E1419@neosmith.com,jacqueline.chambers.E4320@neosmith.com,0.81
mrs..krystal.hill.E0095@neosmith.com,scott.jackson.E4230@neosmith.com,0.48
mr..matthew.fitzgerald.dds.E2956@neosmith.com,mary.sutton.E0447@neosmith.com,0.38
jeffrey.davis.E3648@neosmith.com,david.joseph.E3455@neosmith.com,0.38
brian.jensen.E0308@neosmith.com,briana.carpenter.E1098@neosmith.com,0.56
caitlyn.durham.E4520@neosmith.com,nancy.acevedo.E4971@neosmith.com,0.66
jennifer.tyler.E4745@neosmith.com,bryan.ortiz.E1801@neosmith.com,0.78
scott.banks.E0822@neosmith.com,kimberly.jordan.E3309@neosmith.com,0.61
terri.taylor.E4414@neosmith.com,gina.edwards.E3685@neosmith.com,0.72
connie.lara.E0413@neosmith.com,derrick.mccall.E1314@neosmith.com,0.38
hector.moore.E2387@neosmith.com,katie.murray.E4616@neosmith.com,0.28
alison.lawrence.dds.E4250@neosmith.com,katelyn.schmitt.E3557@neosmith.com,0.45
richard.carroll.E1334@neosmith.com,lindsay.hardy.E3249@neosmith.com,0.32
thomas.hurst.dvm.E1837@neosmith.com,jennifer.george.E0684@neosmith.com,0.9
william.jenkins.dds.E4702@neosmith.com,kathryn.jackson.E1623@neosmith.com,0.37
kelsey.decker.E1239@neosmith.com,joseph.shah.E1303@neosmith.com,0.69
meghan.williamson.E3641@neosmith.com,zachary.peterson.E0829@neosmith.com,0.57
timothy.francis.E0076@neosmith.com,jeffrey.short.E2395@neosmith.com,0.3
dawn.edwards.E3163@neosmith.com,pamela.freeman.E4597@neosmith.com,0.27
angela.reed.E3296@neosmith.com,leah.morton.E0068@neosmith.com,0.85
debra.walter.E3506@neosmith.com,john.miller.E3556@neosmith.com,0.29
gary.doyle.E2103@neosmith.com,sophia.herrera.E4658@neosmith.com,0.3
kyle.thomas.E1076@neosmith.com,anna.ramirez.E2458@neosmith.com,0.82
jessica.guerrero.E3937@neosmith.com,thomas.contreras.E0337@neosmith.com,0.52
sean.taylor.E2938@neosmith.com,cindy.mitchell.E2572@neosmith.com,0.81
jeremy.gonzalez.E4050@neosmith.com,jessica.anderson.E1385@neosmith.com,0.73
charles.reid.E1034@neosmith.com,laura.osborne.E0556@neosmith.com,0.78
katherine.richardson.E0543@neosmith.com,roy.andersen.E0346@neosmith.com,0.5
mr..raymond.ortiz.E2231@neosmith.com,david.christian.E1499@neosmith.com,0.28
colleen.campbell.E2586@neosmith.com,luis.smith.E4753@neosmith.com,0.93
christopher.keller.E1708@neosmith.com,susan.holt.E3267@neosmith.com,0.78
julia.flores.E3140@neosmith.com,tina.alvarez.E4455@neosmith.com,0.62
emily.newman.E1577@neosmith.com,laura.lynch.E4708@neosmith.com,0.42
brian.norton.E3303@neosmith.com,bradley.williams.E1328@neosmith.com,0.28
thomas.potter.E3226@neosmith.com,anthony.gutierrez.E0752@neosmith.com,0.38
william.allen.E0753@neosmith.com,drew.smith.E2806@neosmith.com,0.44
erin.cook.E3627@neosmith.com,ashley.stewart.E2953@neosmith.com,0.87
joseph.gates.E2713@neosmith.com,alyssa.terry.E1754@neosmith.com,0.4
kyle.rice.E4208@neosmith.com,joseph.hinton.E3514@neosmith.com,0.82
aaron.sanders.E3821@neosmith.com,katie.daugherty.E1357@neosmith.com,0.42
marcia.smith.E3450@neosmith.com,casey.gentry.E1305@neosmith.com,0.48
daniel.hughes.E3977@neosmith.com,megan.mcintyre.E1774@neosmith.com,0.55
bryan.morgan.E2760@neosmith.com,joseph.hinton.E3514@neosmith.com,0.38
denise.rogers.E3427@neosmith.com,james.berry.E4165@neosmith.com,0.25
mary.moreno.E1723@neosmith.com,wesley.johnson.E3645@neosmith.com,0.48
elizabeth.ross.E4946@neosmith.com,john.larsen.E4346@neosmith.com,0.63
lisa.walters.E3151@neosmith.com,brian.robertson.E2283@neosmith.com,0.42
jonathan.elliott.E0175@neosmith.com,alexandra.freeman.E4275@neosmith.com,0.29
kevin.carney.E2343@neosmith.com,kelly.acosta.E4974@neosmith.com,0.38
beverly.perez.E4584@neosmith.com,hayley.solis.E1333@neosmith.com,0.35
jessica.bryan.E0093@neosmith.com,lindsay.smith.dvm.E1934@neosmith.com,0.64
danielle.stewart.E2699@neosmith.com,shannon.moore.E4181@neosmith.com,0.58
luis.jones.E3658@neosmith.com,madeline.gibson.E2501@neosmith.com,0.47
amy.burnett.E0937@neosmith.com,ashley.moon.E4075@neosmith.com,0.44
sharon.hernandez.E0633@neosmith.com,christina.price.E4386@neosmith.com,0.39
julie.austin.E2254@neosmith.com,briana.carpenter.E1098@neosmith.com,0.46
ryan.fitzpatrick.E0492@neosmith.com,steven.keller.E1136@neosmith.com,0.91
aaron.phillips.E2200@neosmith.com,breanna.jones.E1564@neosmith.com,0.82
matthew.king.md.E0215@neosmith.com,kristen.williamson.E0607@neosmith.com,0.57
jacqueline.hendricks.E4770@neosmith.com,tina.howard.E1795@neosmith.com,0.8
crystal.conley.E4221@neosmith.com,thomas.hurst.dvm.E1837@neosmith.com,0.92
erica.ortiz.E2891@neosmith.com,danielle.stanley.E3730@neosmith.com,0.25
ronald.frederick.E4503@neosmith.com,sarah.lopez.E3867@neosmith.com,0.81
thomas.thomas.E2126@neosmith.com,dawn.serrano.E4684@neosmith.com,0.25
dylan.greene.E2420@neosmith.com,jessica.johnson.E3523@neosmith.com,0.35
eric.kramer.E0129@neosmith.com,david.franklin.E2879@neosmith.com,0.79
sheryl.stevenson.E1908@neosmith.com,sharon.velasquez.E3810@neosmith.com,0.34
michael.hall.E4850@neosmith.com,mark.wilkins.E0725@neosmith.com,0.56
christina.watkins.E2661@neosmith.com,jessica.miller.E3971@neosmith.com,0.6
ronald.alvarez.E3906@neosmith.com,brian.carroll.E4602@neosmith.com,0.9
jose.stanton.E1139@neosmith.com,michelle.anderson.E0974@neosmith.com,0.62
ryan.cochran.E1350@neosmith.com,patrick.garza.E0477@neosmith.com,0.59
jessica.henderson.E2083@neosmith.com,daniel.clark.E1180@neosmith.com,0.88
nicholas.fuller.E0721@neosmith.com,colleen.campbell.E2586@neosmith.com,0.57
amber.green.dds.E3820@neosmith.com,julie.juarez.E4299@neosmith.com,0.5
sherri.parker.E3212@neosmith.com,james.carey.E4439@neosmith.com,0.9
austin.henry.E0641@neosmith.com,kristina.friedman.E2911@neosmith.com,0.91
theresa.campos.E2026@neosmith.com,michele.miller.E1196@neosmith.com,0.58
samantha.joseph.E0202@neosmith.com,elizabeth.reynolds.E0723@neosmith.com,0.47
victor.dickson.E4301@neosmith.com,kevin.adams.E4347@neosmith.com,0.62
jason.reilly.E4428@neosmith.com,todd.duffy.E2229@neosmith.com,0.79
christina.jackson.E2783@neosmith.com,michelle.bell.E0932@neosmith.com,0.58
dana.nichols.E2777@neosmith.com,sherry.griffin.E3807@neosmith.com,0.52
michelle.gomez.E1463@neosmith.com,timothy.jones.E1578@neosmith.com,0.91
john.williams.E3085@neosmith.com,joshua.holmes.E2602@neosmith.com,0.63
eric.martinez.E1026@neosmith.com,melissa.copeland.E2475@neosmith.com,0.55
katrina.hudson.E1175@neosmith.com,jesse.conner.E1127@neosmith.com,0.76
aaron.young.jr..E1070@neosmith.com,joseph.shah.E1303@neosmith.com,0.79
ariel.garcia.E0579@neosmith.com,justin.walton.E4517@neosmith.com,0.8
alexander.cochran.E2338@neosmith.com,blake.murray.E4100@neosmith.com,0.35
kathleen.alexander.E2763@neosmith.com,james.serrano.E1622@neosmith.com,0.62
keith.howe.E0925@neosmith.com,james.white.E1332@neosmith.com,0.68
dana.padilla.E1907@neosmith.com,lauren.mullen.E0421@neosmith.com,0.64
megan.king.E4490@neosmith.com,mrs..melinda.best.E1755@neosmith.com,0.76
nicole.cooper.E2821@neosmith.com,cynthia.marquez.E1862@neosmith.com,0.63
robert.bishop.E3918@neosmith.com,lindsay.jones.E0553@neosmith.com,0.59
erin.johnson.E2860@neosmith.com,samuel.powers.E0846@neosmith.com,0.38
patricia.sullivan.E1805@neosmith.com,richard.walter.E2793@neosmith.com,0.82
stephanie.lee.E4754@neosmith.com,robert.davis.E3178@neosmith.com,0.63
michelle.burns.E3805@neosmith.com,mitchell.martinez.E2021@neosmith.com,0.43
christopher.reeves.E4724@neosmith.com,matthew.walker.E0334@neosmith.com,0.3
pamela.morgan.E0938@neosmith.com,blake.duarte.E1887@neosmith.com,0.34
corey.peters.E4506@neosmith.com,sarah.sanchez.E0303@neosmith.com,0.69
katie.hatfield.E4330@neosmith.com,ronald.george.E4206@neosmith.com,0.8
craig.ford.E2015@neosmith.com,daniel.stewart.E4400@neosmith.com,0.71
maria.mckenzie.md.E4232@neosmith.com,gabriel.hicks.E1572@neosmith.com,0.61
jose.stanton.E1139@neosmith.com,david.fowler.E4294@neosmith.com,0.73
stephen.case.E1096@neosmith.com,katherine.brown.E0171@neosmith.com,0.86
rebecca.ford.E2950@neosmith.com,courtney.hicks.E4082@neosmith.com,0.71
nicole.miller.E4549@neosmith.com,michael.ramsey.E1917@neosmith.com,0.45
angel.bauer.E2190@neosmith.com,andrew.harris.E4578@neosmith.com,0.41
tanya.porter.E2503@neosmith.com,renee.manning.E4017@neosmith.com,0.35
robert.lucas.E0029@neosmith.com,isabel.williams.E2115@neosmith.com,0.73
henry.torres.E1264@neosmith.com,barbara.walker.E2562@neosmith.com,0.43
mr..mike.curtis.E3873@neosmith.com,lauren.nixon.E0924@neosmith.com,0.94
brad.white.E0745@neosmith.com,elizabeth.hamilton.E0222@neosmith.com,0.35
justin.torres.E1981@neosmith.com,michael.alexander.E4573@neosmith.com,0.6
harold.gordon.E1526@neosmith.com,holly.turner.E2006@neosmith.com,0.74
jacqueline.phillips.E1574@neosmith.com,jonathan.jones.E4537@neosmith.com,0.79
danielle.wright.E0333@neosmith.com,jessica.pratt.E4429@neosmith.com,0.42
amber.quinn.E0431@neosmith.com,patrick.glover.E1718@neosmith.com,0.4
michael.pennington.E1535@neosmith.com,melissa.hall.E2966@neosmith.com,0.7
deborah.bryant.E1342@neosmith.com,nathan.jarvis.E2853@neosmith.com,0.44
john.deleon.dds.E1628@neosmith.com,thomas.huang.E4081@neosmith.com,0.41
michael.murray.E2463@neosmith.com,blake.peters.E1538@neosmith.com,0.61
dustin.fisher.E2577@neosmith.com,martin.garcia.E4220@neosmith.com,0.7
marilyn.flores.E2246@neosmith.com,diana.greene.E2832@neosmith.com,0.61
anna.martin.E1975@neosmith.com,douglas.nixon.E3844@neosmith.com,0.25
sara.arnold.E2510@neosmith.com,melissa.olson.E2807@neosmith.com,0.51
austin.savage.E2300@neosmith.com,samuel.daniels.E3979@neosmith.com,0.31
alyssa.webb.E1892@neosmith.com,donna.house.E0640@neosmith.com,0.29
andrew.hogan.E3194@neosmith.com,frank.hart.E3250@neosmith.com,0.43
yolanda.jones.E3811@neosmith.com,leslie.cooper.E3089@neosmith.com,0.34
shawn.hernandez.E0122@neosmith.com,eric.clark.E0985@neosmith.com,0.94
william.johnson.E2980@neosmith.com,sheila.prince.E2002@neosmith.com,0.94
isaac.hansen.E2119@neosmith.com,kari.morris.E0669@neosmith.com,0.8
kristina.moody.E4671@neosmith.com,keith.beard.E0919@neosmith.com,0.75
adrian.perry.E4418@neosmith.com,samantha.todd.E0196@neosmith.com,0.37
kimberly.lyons.E2882@neosmith.com,corey.francis.E3198@neosmith.com,0.41
morgan.williams.E1257@neosmith.com,caitlin.chase.E4553@neosmith.com,0.43
melissa.olson.E2807@neosmith.com,april.cruz.E2623@neosmith.com,0.69
kimberly.hansen.md.E2014@neosmith.com,aaron.sanders.E3821@neosmith.com,0.75
jessica.davis.E0990@neosmith.com,amber.campbell.E4943@neosmith.com,0.43
pam.beesly.E0020@neosmith.com,kayla.anderson.E4743@neosmith.com,0.56
rhonda.hammond.E1666@neosmith.com,robert.flores.E4510@neosmith.com,0.51
victor.pham.E2411@neosmith.com,cody.griffin.E2472@neosmith.com,0.49
james.wood.E3193@neosmith.com,dr..troy.ryan.E1877@neosmith.com,0.59
christopher.hernandez.E0036@neosmith.com,lisa.odonnell.E2727@neosmith.com,0.87
alexis.booth.E3901@neosmith.com,amy.kennedy.E2739@neosmith.com,0.42
terry.bird.E3599@neosmith.com,rachel.zamora.E4157@neosmith.com,0.35
krista.wood.E4072@neosmith.com,jodi.morales.E2952@neosmith.com,0.46
jason.jordan.E0316@neosmith.com,tony.gutierrez.E4595@neosmith.com,0.77
amber.campbell.E4943@neosmith.com,barbara.walker.E2562@neosmith.com,0.78
jeffrey.cruz.E1799@neosmith.com,kevin.wilkerson.E4332@neosmith.com,0.34
shawn.terrell.E0702@neosmith.com,laura.anderson.E2452@neosmith.com,0.6
courtney.morse.E2971@neosmith.com,shawn.burton.E2187@neosmith.com,0.34
larry.duarte.E0479@neosmith.com,kimberly.fowler.E3879@neosmith.com,0.39
jasmine.dunn.E2984@neosmith.com,megan.thomas.E4984@neosmith.com,0.73
karen.brooks.E3917@neosmith.com,kenneth.barnett.E1256@neosmith.com,0.29
susan.villa.E4122@neosmith.com,lori.lee.E2149@neosmith.com,0.56
shelia.stewart.E0272@neosmith.com,nancy.ramirez.E4530@neosmith.com,0.74
rhonda.nelson.E0965@neosmith.com,bryan.ortiz.E3099@neosmith.com,0.57
connie.welch.E4514@neosmith.com,gregory.diaz.E3632@neosmith.com,0.87
rebecca.ford.E2950@neosmith.com,april.allen.dds.E3709@neosmith.com,0.64
megan.jackson.E1706@neosmith.com,jo.gonzalez.E0279@neosmith.com,0.29
april.sanchez.E3997@neosmith.com,jeffrey.wagner.E3254@neosmith.com,0.76
melissa.johnson.E0630@neosmith.com,robert.thomas.E2626@neosmith.com,0.78
lauren.day.E0264@neosmith.com,mr..seth.ferrell.E3228@neosmith.com,0.84
christy.jackson.E0751@neosmith.com,kathryn.james.E3341@neosmith.com,0.35
jillian.patton.E4281@neosmith.com,carla.giles.E1633@neosmith.com,0.89
angela.hogan.E1848@neosmith.com,brian.henson.E2861@neosmith.com,0.73
nicholas.miller.E1976@neosmith.com,melinda.klein.E0276@neosmith.com,0.89
jennifer.davis.E0291@neosmith.com,samuel.jimenez.E4624@neosmith.com,0.66
michelle.park.dds.E3080@neosmith.com,dustin.lewis.E3924@neosmith.com,0.93
stephen.moran.E1515@neosmith.com,dawn.brown.E4632@neosmith.com,0.84
eddie.rios.E0412@neosmith.com,veronica.cooper.E3248@neosmith.com,0.55
michael.johnson.E2018@neosmith.com,elizabeth.hill.E0703@neosmith.com,0.56
christopher.foster.E4372@neosmith.com,jonathan.ramirez.E2756@neosmith.com,0.87
jennifer.kaufman.E3488@neosmith.com,jacqueline.hendricks.E4770@neosmith.com,0.71
andre.lambert.E1137@neosmith.com,michael.sanchez.E0741@neosmith.com,0.56
christian.west.E1634@neosmith.com,cynthia.gould.E1024@neosmith.com,0.68
erik.molina.E3009@neosmith.com,david.shannon.E2649@neosmith.com,0.73
amanda.le.E0432@neosmith.com,john.schultz.E1836@neosmith.com,0.4
brandon.matthews.E0496@neosmith.com,heather.taylor.E2408@neosmith.com,0.61
jeffrey.griffith.E4987@neosmith.com,andrew.hardy.E3832@neosmith.com,0.59
maxwell.santos.E4077@neosmith.com,timothy.rodriguez.E0959@neosmith.com,0.83
charlotte.atkins.E1973@neosmith.com,kelly.armstrong.E2591@neosmith.com,0.84
mr..seth.ferrell.E3228@neosmith.com,andrea.smith.E0460@neosmith.com,0.34
amy.norris.E4889@neosmith.com,kristina.roberts.E3547@neosmith.com,0.64
charles.james.E4370@neosmith.com,zachary.peterson.E0829@neosmith.com,0.89
michelle.park.dds.E3080@neosmith.com,maria.davis.E0715@neosmith.com,0.49
lisa.rodriguez.E0935@neosmith.com,caleb.estrada.E0177@neosmith.com,0.86
dawn.wheeler.E1532@neosmith.com,christopher.henson.E4450@neosmith.com,0.76
tracey.duncan.E1942@neosmith.com,thomas.zuniga.E1411@neosmith.com,0.8
jonathan.dixon.E0612@neosmith.com,andre.lambert.E1137@neosmith.com,0.68
dennis.holmes.E3842@neosmith.com,samantha.jefferson.E2940@neosmith.com,0.75
scott.rojas.E0785@neosmith.com,emily.mason.E1798@neosmith.com,0.82
jessica.cunningham.E0082@neosmith.com,scott.conway.E2153@neosmith.com,0.94
rachel.jenkins.E4264@neosmith.com,jonathan.pratt.E0993@neosmith.com,0.68
karen.chan.E4196@neosmith.com,john.obrien.E4626@neosmith.com,0.78
amanda.graham.E4143@neosmith.com,michelle.anderson.E0974@neosmith.com,0.68
daniel.wilson.E3831@neosmith.com,andrew.carroll.E1488@neosmith.com,0.57
phyllis.buchanan.E3181@neosmith.com,richard.gonzalez.E1814@neosmith.com,0.45
cynthia.gardner.E3442@neosmith.com,alexis.burke.E2545@neosmith.com,0.44
michelle.smith.E3723@neosmith.com,emily.hernandez.E4861@neosmith.com,0.35
ryan.powell.E1530@neosmith.com,antonio.hull.E3688@neosmith.com,0.46
stephanie.arias.E3700@neosmith.com,kelly.archer.E4254@neosmith.com,0.73
jonathan.gilmore.E2342@neosmith.com,erica.hamilton.E1442@neosmith.com,0.28
kurt.armstrong.E3490@neosmith.com,elizabeth.hill.E2746@neosmith.com,0.39
danielle.bird.E1695@neosmith.com,jeffrey.scott.E4853@neosmith.com,0.75
laura.flynn.E1465@neosmith.com,jeremy.stanley.E1915@neosmith.com,0.41
bryan.ochoa.E1936@neosmith.com,john.robinson.E2325@neosmith.com,0.49
samuel.padilla.E1101@neosmith.com,tammy.taylor.E4789@neosmith.com,0.26
john.williams.E3785@neosmith.com,andrea.alexander.E4586@neosmith.com,0.77
rebecca.reynolds.E1688@neosmith.com,cody.gonzalez.E1280@neosmith.com,0.79
teresa.hodge.E1546@neosmith.com,patrick.wright.E4915@neosmith.com,0.81
christine.peck.E3499@neosmith.com,bailey.campos.E1800@neosmith.com,0.45
kristina.brown.E0917@neosmith.com,rebecca.luna.E4534@neosmith.com,0.88
karen.chan.E4196@neosmith.com,jessica.davis.E0990@neosmith.com,0.26
cynthia.peters.E1178@neosmith.com,charles.james.E4370@neosmith.com,0.57
tiffany.white.E1597@neosmith.com,jeffrey.decker.E0342@neosmith.com,0.67
david.murphy.E1758@neosmith.com,justin.green.E3073@neosmith.com,0.56
whitney.wood.E4114@neosmith.com,stanley.stevens.E1960@neosmith.com,0.37
harold.bean.E3704@neosmith.com,sandra.cox.dds.E4555@neosmith.com,0.61
connie.hamilton.E1041@neosmith.com,michael.weiss.E0071@neosmith.com,0.77
anthony.wilson.E0656@neosmith.com,julia.matthews.E1409@neosmith.com,0.94
jacqueline.smith.E0443@neosmith.com,rachel.jenkins.E4264@neosmith.com,0.84
robert.stafford.E0404@neosmith.com,melissa.maldonado.E3916@neosmith.com,0.46
spencer.clark.E2462@neosmith.com,joel.martinez.E0388@neosmith.com,0.38
matthew.sullivan.E0049@neosmith.com,timothy.cruz.E4147@neosmith.com,0.47
joseph.tanner.E4041@neosmith.com,victor.nguyen.E2066@neosmith.com,0.77
joshua.casey.E4628@neosmith.com,joshua.griffin.E0977@neosmith.com,0.75
john.parker.E1818@neosmith.com,nathaniel.parsons.E4895@neosmith.com,0.63
patricia.myers.E0380@neosmith.com,kristin.garcia.E1121@neosmith.com,0.34
cameron.perez.E0499@neosmith.com,colleen.duncan.E0459@neosmith.com,0.27
jeremy.bailey.E3626@neosmith.com,christopher.smith.E2905@neosmith.com,0.81
sean.miller.E3244@neosmith.com,david.williams.E0442@neosmith.com,0.31
caroline.murphy.E0696@neosmith.com,crystal.phillips.E2958@neosmith.com,0.58
lisa.williams.E3563@neosmith.com,kelly.trujillo.E1119@neosmith.com,0.87
ashley.howard.E0707@neosmith.com,sherri.parker.E3212@neosmith.com,0.76
jeffery.sheppard.E4611@neosmith.com,kelsey.casey.E4266@neosmith.com,0.42
brittany.jackson.E1747@neosmith.com,tyler.crawford.E2055@neosmith.com,0.49
christine.lindsey.E0318@neosmith.com,virginia.english.E1655@neosmith.com,0.88
tyler.moss.E4150@neosmith.com,carrie.peters.E2998@neosmith.com,0.59
richard.davis.E4966@neosmith.com,jeremiah.hawkins.E4317@neosmith.com,0.6
mr..connor.thomas.E0427@neosmith.com,teresa.valdez.E3702@neosmith.com,0.34
robert.wilkerson.E3593@neosmith.com,tyler.johnston.E2469@neosmith.com,0.67
nicole.moran.E1852@neosmith.com,nicholas.robertson.E3644@neosmith.com,0.32
tammy.melendez.E3439@neosmith.com,casey.eaton.E1507@neosmith.com,0.8
debra.clark.E0397@neosmith.com,aaron.allen.E0650@neosmith.com,0.64
lisa.smith.E3164@neosmith.com,jasmine.nelson.E4130@neosmith.com,0.41
patricia.vasquez.E1516@neosmith.com,kayla.west.E3007@neosmith.com,0.88
renee.manning.E4017@neosmith.com,brian.wright.E4948@neosmith.com,0.52
nicholas.knight.E0247@neosmith.com,david.murphy.E1758@neosmith.com,0.78
jeremy.dougherty.E3659@neosmith.com,aaron.dawson.E1521@neosmith.com,0.84
rachael.perry.E4180@neosmith.com,laura.smith.E0541@neosmith.com,0.9
jennifer.hughes.E3539@neosmith.com,bryan.miller.E2167@neosmith.com,0.61
debra.lowe.E0042@neosmith.com,evan.brock.E4750@neosmith.com,0.88
larry.collins.E1372@neosmith.com,meredith.jenkins.E2337@neosmith.com,0.69
susan.grimes.E1556@neosmith.com,james.valencia.E1476@neosmith.com,0.77
laura.johnson.E1519@neosmith.com,jack.brown.E1057@neosmith.com,0.63
michael.sanchez.E0741@neosmith.com,kristine.richardson.E4906@neosmith.com,0.57
barbara.rogers.E1294@neosmith.com,paula.patterson.E4662@neosmith.com,0.7
paula.willis.E3403@neosmith.com,devin.allen.E4913@neosmith.com,0.78
christine.wright.E3880@neosmith.com,joshua.griffin.E0977@neosmith.com,0.72
kyle.brooks.E4508@neosmith.com,tara.brown.E0027@neosmith.com,0.45
robert.harrington.E2744@neosmith.com,douglas.howell.E2524@neosmith.com,0.29
caroline.thomas.E2575@neosmith.com,brent.becker.E0979@neosmith.com,0.94
natalie.alvarez.E0312@neosmith.com,richard.white.E3629@neosmith.com,0.53
matthew.rodriguez.E3289@neosmith.com,james.wood.E3193@neosmith.com,0.8
jonathan.clark.E2023@neosmith.com,michelle.phelps.E0517@neosmith.com,0.6
dennis.rasmussen.E1550@neosmith.com,karla.hood.E2748@neosmith.com,0.63
kevin.lin.E4521@neosmith.com,suzanne.nielsen.E4667@neosmith.com,0.94
ashley.butler.E3223@neosmith.com,christine.mullins.E4255@neosmith.com,0.32
shirley.lowe.E3994@neosmith.com,alyssa.figueroa.E3287@neosmith.com,0.38
stephanie.lewis.E0169@neosmith.com,matthew.wilkerson.E0834@neosmith.com,0.94
nicholas.gibson.E0778@neosmith.com,amy.bray.E3683@neosmith.com,0.9
dr..mark.olsen.md.E1714@neosmith.com,leslie.grant.E3056@neosmith.com,0.66
janice.thornton.E2689@neosmith.com,tammy.duran.E4870@neosmith.com,0.57
steven.townsend.E2313@neosmith.com,william.thompson.E3872@neosmith.com,0.94
christina.williamson.E4567@neosmith.com,rachael.rodriguez.E4043@neosmith.com,0.52
karen.pierce.E4612@neosmith.com,kimberly.reese.E3398@neosmith.com,0.38
rita.benson.E3737@neosmith.com,david.wilson.E0836@neosmith.com,0.84
heather.watkins.E2837@neosmith.com,jeanette.elliott.dds.E4989@neosmith.com,0.41
gregory.ponce.E4579@neosmith.com,anthony.moore.E2116@neosmith.com,0.87
kathleen.alexander.E2763@neosmith.com,jeffrey.delgado.E3612@neosmith.com,0.91
timothy.powell.E1081@neosmith.com,taylor.martinez.E3579@neosmith.com,0.27
charles.brown.E1483@neosmith.com,michelle.anderson.E0974@neosmith.com,0.29
greg.mendoza.E2179@neosmith.com,michael.morgan.E0678@neosmith.com,0.55
miss.kimberly.clark.E0034@neosmith.com,caleb.estrada.E0177@neosmith.com,0.34
carrie.chandler.E3363@neosmith.com,amanda.torres.E1562@neosmith.com,0.65
rachel.turner.E1016@neosmith.com,kelly.armstrong.E2591@neosmith.com,0.82
chris.taylor.E2280@neosmith.com,donald.nguyen.E1544@neosmith.com,0.93
yolanda.jones.E3811@neosmith.com,jonathan.stephenson.E1290@neosmith.com,0.74
teresa.jones.E0853@neosmith.com,anthony.bryant.dds.E4438@neosmith.com,0.83
ronnie.luna.E2224@neosmith.com,christopher.oliver.E2491@neosmith.com,0.87
devon.adams.E3826@neosmith.com,amber.charles.E4960@neosmith.com,0.49
tamara.dean.E0526@neosmith.com,bonnie.shaw.E0537@neosmith.com,0.37
courtney.cox.E2092@neosmith.com,dana.williams.E3510@neosmith.com,0.5
stephanie.lee.E4754@neosmith.com,christine.wright.E3880@neosmith.com,0.4
megan.obrien.E0458@neosmith.com,sheila.cobb.E1199@neosmith.com,0.4
christopher.buck.E0382@neosmith.com,maria.carpenter.E0562@neosmith.com,0.56
michael.noble.E3586@neosmith.com,annette.wade.E2207@neosmith.com,0.41
chelsea.lester.E3621@neosmith.com,lori.wright.E3159@neosmith.com,0.29
megan.carr.E0857@neosmith.com,charles.kirk.E1097@neosmith.com,0.29
donald.jackson.E1359@neosmith.com,christopher.miller.E4666@neosmith.com,0.79
matthew.schwartz.E2516@neosmith.com,charles.hill.E1323@neosmith.com,0.5
nathan.thompson.E1478@neosmith.com,nancy.allen.E3091@neosmith.com,0.81
dr..charles.gardner.jr..E4685@neosmith.com,victor.butler.E4519@neosmith.com,0.26
tiffany.phelps.E3463@neosmith.com,kevin.parks.E1053@neosmith.com,0.73
derrick.allen.E1997@neosmith.com,christopher.jackson.E4978@neosmith.com,0.46
tiffany.stokes.E1595@neosmith.com,thomas.henderson.E2521@neosmith.com,0.45
sonia.lewis.E2213@neosmith.com,jennifer.sims.E4837@neosmith.com,0.83
antonio.myers.E0884@neosmith.com,ryan.floyd.E2671@neosmith.com,0.77
ashley.stewart.E2953@neosmith.com,andrea.hood.E2344@neosmith.com,0.5
maria.martin.E1830@neosmith.com,heather.smith.E0734@neosmith.com,0.95
marie.lester.E2812@neosmith.com,william.allison.E2287@neosmith.com,0.81
jacob.riley.E3390@neosmith.com,jillian.murphy.E4027@neosmith.com,0.66
adam.gray.E0803@neosmith.com,joseph.vaughn.E2152@neosmith.com,0.25
jeffrey.curtis.E3580@neosmith.com,brandy.myers.E3903@neosmith.com,0.88
nicole.myers.E1620@neosmith.com,connor.robbins.E4542@neosmith.com,0.53
lauren.strong.E3006@neosmith.com,christopher.steele.E1608@neosmith.com,0.56
paula.price.E2252@neosmith.com,brenda.morales.E4877@neosmith.com,0.41
