id,name,department,influence_score
douglas.woods.E1343@neosmith.com,Douglas Woods,IT,0.41
michael.mcdonald.E1344@neosmith.com,Michael Mcdonald,Risk & Compliance,0.29
thomas.blackwell.E1345@neosmith.com,Thomas Blackwell,Finance,0.51
scott.johnson.E1346@neosmith.com,Scott Johnson,R&D,0.46
emily.cline.E1347@neosmith.com,Emily Cline,People,0.43
jorge.smith.E1348@neosmith.com,Jorge Smith,Operations,0.36
kurt.robinson.E1349@neosmith.com,Kurt Robinson,Logistics,0.35
ryan.cochran.E1350@neosmith.com,Ryan Cochran,Marketing,0.37
robert.carter.E1351@neosmith.com,Robert Carter,Sales,0.54
stephen.ray.E1352@neosmith.com,Stephen Ray,Engineering,0.6
katie.whitaker.E1353@neosmith.com,Katie Whitaker,IT,0.2
dawn.ramsey.E1354@neosmith.com,Dawn Ramsey,Risk & Compliance,0.27
emily.lawrence.E1355@neosmith.com,Emily Lawrence,Finance,0.23
erica.jones.E1356@neosmith.com,Erica Jones,R&D,0.29
katie.daugherty.E1357@neosmith.com,Katie Daugherty,People,0.35
david.cannon.E1358@neosmith.com,David Cannon,Operations,0.51
donald.jackson.E1359@neosmith.com,Donald Jackson,Logistics,0.19
michael.merritt.E1360@neosmith.com,Michael Merritt,Marketing,0.43
donna.johnson.E1361@neosmith.com,Donna Johnson,Sales,0.35
christine.gonzalez.E1362@neosmith.com,Christine Gonzalez,Engineering,0.87
tammie.smith.E1363@neosmith.com,Tammie Smith,IT,0.35
richard.mills.jr..E1364@neosmith.com,Richard Mills Jr.,Risk & Compliance,0.44
jason.jackson.E1365@neosmith.com,Jason Jackson,Finance,0.46
joel.hernandez.E1366@neosmith.com,Joel Hernandez,R&D,0.55
michael.beasley.E1367@neosmith.com,Michael Beasley,People,0.5
katherine.perez.E1368@neosmith.com,Katherine Perez,Operations,0.7
tabitha.vaughan.E1369@neosmith.com,Tabitha Vaughan,Logistics,0.33
jack.frost.E1370@neosmith.com,Jack Frost,Marketing,0.29
sylvia.mccall.E1371@neosmith.com,Sylvia Mccall,Sales,0.44
larry.collins.E1372@neosmith.com,Larry Collins,Engineering,0.29
michael.campbell.E1373@neosmith.com,Michael Campbell,IT,0.45
sherry.graham.E1374@neosmith.com,Sherry Graham,Risk & Compliance,0.42
timothy.miles.E1375@neosmith.com,Timothy Miles,Finance,0.37
michele.goodwin.E1376@neosmith.com,Michele Goodwin,R&D,0.36
nancy.oneill.E1377@neosmith.com,Nancy Oneill,People,0.42
samantha.lopez.E1378@neosmith.com,Samantha Lopez,Operations,0.61
kevin.hampton.E1379@neosmith.com,Kevin Hampton,Logistics,0.42
andrew.king.E1380@neosmith.com,Andrew King,Marketing,0.3
victor.lyons.E1381@neosmith.com,Victor Lyons,Sales,0.43
victoria.smith.E1382@neosmith.com,Victoria Smith,Engineering,0.27
jamie.hernandez.E1383@neosmith.com,Jamie Hernandez,IT,0.33
renee.orr.E1384@neosmith.com,Renee Orr,Risk & Compliance,0.48
jessica.anderson.E1385@neosmith.com,Jessica Anderson,Finance,0.55
chelsea.brown.E1386@neosmith.com,Chelsea Brown,R&D,0.35
katherine.reyes.E1387@neosmith.com,Katherine Reyes,People,0.39
jared.smith.E1388@neosmith.com,Jared Smith,Operations,0.47
shirley.chen.E1389@neosmith.com,Shirley Chen,Logistics,0.51
amber.morrison.E1390@neosmith.com,Amber Morrison,Marketing,0.54
haley.vang.E1391@neosmith.com,Haley Vang,Sales,0.43
roger.quinn.E1392@neosmith.com,Roger Quinn,Engineering,0.48
stephanie.ray.E1393@neosmith.com,Stephanie Ray,IT,0.45
rick.martin.E1394@neosmith.com,Rick Martin,Risk & Compliance,0.34
collin.shea.E1395@neosmith.com,Collin Shea,Finance,0.39
jennifer.brandt.E1396@neosmith.com,Jennifer Brandt,R&D,0.34
crystal.castro.E1397@neosmith.com,Crystal Castro,People,0.51
mark.davis.E1398@neosmith.com,Mark Davis,Operations,0.4
cheryl.jackson.E1399@neosmith.com,Cheryl Jackson,Logistics,0.85
william.morrison.E1400@neosmith.com,William Morrison,Marketing,0.23
haley.jordan.E1401@neosmith.com,Haley Jordan,Sales,0.52
tonya.walton.E1402@neosmith.com,Tonya Walton,Engineering,0.56
joan.hill.E1403@neosmith.com,Joan Hill,IT,0.42
teresa.adkins.E1404@neosmith.com,Teresa Adkins,Risk & Compliance,0.4
david.phillips.E1405@neosmith.com,David Phillips,Finance,0.42
michelle.oliver.E1406@neosmith.com,Michelle Oliver,R&D,0.3
vanessa.hall.E1407@neosmith.com,Vanessa Hall,People,0.38
melissa.williams.E1408@neosmith.com,Melissa Williams,Operations,0.62
julia.matthews.E1409@neosmith.com,Julia Matthews,Logistics,0.42
george.hill.E1410@neosmith.com,George Hill,Marketing,0.37
thomas.zuniga.E1411@neosmith.com,Thomas Zuniga,Sales,0.54
kristin.webb.md.E1412@neosmith.com,Kristin Webb MD,Engineering,0.26
erin.johnson.E1413@neosmith.com,Erin Johnson,IT,0.32
christopher.jenkins.E1414@neosmith.com,Christopher Jenkins,Risk & Compliance,0.4
karen.meyer.E1415@neosmith.com,Karen Meyer,Finance,0.8
joseph.miller.E1416@neosmith.com,Joseph Miller,R&D,0.38
holly.shelton.E1417@neosmith.com,Holly Shelton,People,0.39
adam.smith.E1418@neosmith.com,Adam Smith,Operations,0.51
rachel.smith.E1419@neosmith.com,Rachel Smith,Logistics,0.36
natasha.williams.E1420@neosmith.com,Natasha Williams,Marketing,0.23
kathryn.morris.E1421@neosmith.com,Kathryn Morris,Sales,0.57
kristen.sullivan.E1422@neosmith.com,Kristen Sullivan,Engineering,0.28
melinda.aguilar.E1423@neosmith.com,Melinda Aguilar,IT,0.4
thomas.ward.E1424@neosmith.com,Thomas Ward,Risk & Compliance,0.54
thomas.taylor.E1425@neosmith.com,Thomas Taylor,Finance,0.5
angela.rice.E1426@neosmith.com,Angela Rice,R&D,0.39
michele.mcfarland.E1427@neosmith.com,Michele Mcfarland,People,0.48
alexander.huffman.E1428@neosmith.com,Alexander Huffman,Operations,0.32
matthew.schwartz.E1429@neosmith.com,Matthew Schwartz,Logistics,0.42
angela.leach.E1430@neosmith.com,Angela Leach,Marketing,0.66
brandon.newman.E1431@neosmith.com,Brandon Newman,Sales,0.48
holly.miller.E1432@neosmith.com,Holly Miller,Engineering,0.38
stephanie.smith.E1433@neosmith.com,Stephanie Smith,IT,0.31
gregory.johnson.E1434@neosmith.com,Gregory Johnson,Risk & Compliance,0.41
brett.turner.E1435@neosmith.com,Brett Turner,Finance,0.33
jacob.valenzuela.E1436@neosmith.com,Jacob Valenzuela,R&D,0.36
brandi.hardy.E1437@neosmith.com,Brandi Hardy,People,0.48
jeremy.cuevas.E1438@neosmith.com,Jeremy Cuevas,Operations,0.31
jessica.phillips.E1439@neosmith.com,Jessica Phillips,Logistics,0.44
jason.martin.md.E1440@neosmith.com,Jason Martin MD,Marketing,0.37
jennifer.silva.E1441@neosmith.com,Jennifer Silva,Sales,0.51
erica.hamilton.E1442@neosmith.com,Erica Hamilton,Engineering,0.3
kristen.carson.E1443@neosmith.com,Kristen Carson,IT,0.34
timothy.johnson.E1444@neosmith.com,Timothy Johnson,Risk & Compliance,0.42
michael.martinez.E1445@neosmith.com,Michael Martinez,Finance,0.26
terry.pratt.E1446@neosmith.com,Terry Pratt,R&D,0.62
ashley.powell.E1447@neosmith.com,Ashley Powell,People,0.5
michelle.smith.E1448@neosmith.com,Michelle Smith,Operations,0.34
jennifer.lopez.E1449@neosmith.com,Jennifer Lopez,Logistics,0.36
jordan.matthews.E1450@neosmith.com,Jordan Matthews,Marketing,0.45
renee.white.E1451@neosmith.com,Renee White,Sales,0.34
lisa.mcdaniel.E1452@neosmith.com,Lisa Mcdaniel,Engineering,0.29
michael.owens.E1453@neosmith.com,Michael Owens,IT,0.45
katelyn.wallace.E1454@neosmith.com,Katelyn Wallace,Risk & Compliance,0.3
david.beck.E1455@neosmith.com,David Beck,Finance,0.37
christine.diaz.E1456@neosmith.com,Christine Diaz,R&D,0.35
travis.patton.E1457@neosmith.com,Travis Patton,People,0.37
joseph.johnston.E1458@neosmith.com,Joseph Johnston,Operations,0.41
cassidy.lewis.E1459@neosmith.com,Cassidy Lewis,Logistics,0.28
mariah.hayes.E1460@neosmith.com,Mariah Hayes,Marketing,0.35
renee.wilson.E1461@neosmith.com,Renee Wilson,Sales,0.36
kevin.petty.E1462@neosmith.com,Kevin Petty,Engineering,0.52
michelle.gomez.E1463@neosmith.com,Michelle Gomez,IT,0.41
joshua.allen.E1464@neosmith.com,Joshua Allen,Risk & Compliance,0.38
laura.flynn.E1465@neosmith.com,Laura Flynn,Finance,0.48
julie.martin.E1466@neosmith.com,Julie Martin,R&D,0.31
lance.jones.E1467@neosmith.com,Lance Jones,People,0.37
shawn.young.E1468@neosmith.com,Shawn Young,Operations,0.28
brian.anderson.E1469@neosmith.com,Brian Anderson,Logistics,0.25
mr..lee.johns.E1470@neosmith.com,Mr. Lee Johns,Marketing,0.42
chad.sullivan.E1471@neosmith.com,Chad Sullivan,Sales,0.48
donald.krause.E1472@neosmith.com,Donald Krause,Engineering,0.85
daniel.kent.E1473@neosmith.com,Daniel Kent,IT,0.45
diane.atkins.E1474@neosmith.com,Diane Atkins,Risk & Compliance,0.42
mary.carter.E1475@neosmith.com,Mary Carter,Finance,0.41
james.valencia.E1476@neosmith.com,James Valencia,R&D,0.36
michael.williamson.E1477@neosmith.com,Michael Williamson,People,0.81
nathan.thompson.E1478@neosmith.com,Nathan Thompson,Operations,0.28
preston.taylor.E1479@neosmith.com,Preston Taylor,Logistics,0.57
pamela.knapp.E1480@neosmith.com,Pamela Knapp,Marketing,0.33
diane.ross.E1481@neosmith.com,Diane Ross,Sales,0.38
timothy.webb.E1482@neosmith.com,Timothy Webb,Engineering,0.51
charles.brown.E1483@neosmith.com,Charles Brown,IT,0.78
tina.pearson.E1484@neosmith.com,Tina Pearson,Risk & Compliance,0.52
michael.chase.jr..E1485@neosmith.com,Michael Chase Jr.,Finance,0.32
michael.love.E1486@neosmith.com,Michael Love,R&D,0.43
angela.bell.E1487@neosmith.com,Angela Bell,People,0.44
andrew.carroll.E1488@neosmith.com,Andrew Carroll,Operations,0.4
jeffery.rodriguez.E1489@neosmith.com,Jeffery Rodriguez,Logistics,0.42
victoria.acosta.E1490@neosmith.com,Victoria Acosta,Marketing,0.34
mrs..haley.hogan.E1491@neosmith.com,Mrs. Haley Hogan,Sales,0.38
deanna.smith.E1492@neosmith.com,Deanna Smith,Engineering,0.56
diane.kennedy.E1493@neosmith.com,Diane Kennedy,IT,0.16
arthur.crane.E1494@neosmith.com,Arthur Crane,Risk & Compliance,0.39
jennifer.george.E1495@neosmith.com,Jennifer George,Finance,0.28
ronald.brown.E1496@neosmith.com,Ronald Brown,R&D,0.45
donna.nguyen.E1497@neosmith.com,Donna Nguyen,People,0.5
jose.davis.E1498@neosmith.com,Jose Davis,Operations,0.26
david.christian.E1499@neosmith.com,David Christian,Logistics,0.47
mrs..kari.lee.E1500@neosmith.com,Mrs. Kari Lee,Marketing,0.39
cody.hamilton.E1501@neosmith.com,Cody Hamilton,Sales,0.46
shannon.nguyen.E1502@neosmith.com,Shannon Nguyen,Engineering,0.37
jared.meyers.E1503@neosmith.com,Jared Meyers,IT,0.45
dr..james.thompson.E1504@neosmith.com,Dr. James Thompson,Risk & Compliance,0.33
pamela.white.E1505@neosmith.com,Pamela White,Finance,0.24
kenneth.swanson.E1506@neosmith.com,Kenneth Swanson,R&D,0.34
casey.eaton.E1507@neosmith.com,Casey Eaton,People,0.48
barry.gonzalez.E1508@neosmith.com,Barry Gonzalez,Operations,0.56
cassandra.barnes.E1509@neosmith.com,Cassandra Barnes,Logistics,0.35
deborah.johnson.E1510@neosmith.com,Deborah Johnson,Marketing,0.38
jessica.wood.E1511@neosmith.com,Jessica Wood,Sales,0.6
edward.wilson.E1512@neosmith.com,Edward Wilson,Engineering,0.28
ronald.reyes.E1513@neosmith.com,Ronald Reyes,IT,0.31
tina.romero.E1514@neosmith.com,Tina Romero,Risk & Compliance,0.8
stephen.moran.E1515@neosmith.com,Stephen Moran,Finance,0.53
patricia.vasquez.E1516@neosmith.com,Patricia Vasquez,R&D,0.37
sara.fox.E1517@neosmith.com,Sara Fox,People,0.23
catherine.martinez.E1518@neosmith.com,Catherine Martinez,Operations,0.41
laura.johnson.E1519@neosmith.com,Laura Johnson,Logistics,0.46
carrie.francis.E1520@neosmith.com,Carrie Francis,Marketing,0.34
aaron.dawson.E1521@neosmith.com,Aaron Dawson,Sales,0.31
michelle.wheeler.E1522@neosmith.com,Michelle Wheeler,Engineering,0.49
brian.martin.E1523@neosmith.com,Brian Martin,IT,0.5
laura.johnson.E1524@neosmith.com,Laura Johnson,Risk & Compliance,0.42
jessica.riggs.E1525@neosmith.com,Jessica Riggs,Finance,0.39
harold.gordon.E1526@neosmith.com,Harold Gordon,R&D,0.37
lauren.boone.E1527@neosmith.com,Lauren Boone,People,0.35
daniel.rodriguez.phd.E1528@neosmith.com,Daniel Rodriguez PhD,Operations,0.68
virginia.santiago.E1529@neosmith.com,Virginia Santiago,Logistics,0.25
ryan.powell.E1530@neosmith.com,Ryan Powell,Marketing,0.47
patrick.jones.E1531@neosmith.com,Patrick Jones,Sales,0.34
dawn.wheeler.E1532@neosmith.com,Dawn Wheeler,Engineering,0.36
susan.richardson.E1533@neosmith.com,Susan Richardson,IT,0.47
jason.floyd.E1534@neosmith.com,Jason Floyd,Risk & Compliance,0.3
michael.pennington.E1535@neosmith.com,Michael Pennington,Finance,0.39
ryan.monroe.E1536@neosmith.com,Ryan Monroe,R&D,0.49
hannah.coleman.E1537@neosmith.com,Hannah Coleman,People,0.43
blake.peters.E1538@neosmith.com,Blake Peters,Operations,0.35
amber.wallace.E1539@neosmith.com,Amber Wallace,Logistics,0.45
mark.nguyen.E1540@neosmith.com,Mark Nguyen,Marketing,0.44
jerome.buchanan.E1541@neosmith.com,Jerome Buchanan,Sales,0.44
sarah.ellis.md.E1542@neosmith.com,Sarah Ellis MD,Engineering,0.39
randy.schroeder.E1543@neosmith.com,Randy Schroeder,IT,0.34
donald.nguyen.E1544@neosmith.com,Donald Nguyen,Risk & Compliance,0.53
justin.garcia.E1545@neosmith.com,Justin Garcia,Finance,0.5
teresa.hodge.E1546@neosmith.com,Teresa Hodge,R&D,0.39
jason.saunders.E1547@neosmith.com,Jason Saunders,People,0.39
diane.shaffer.E1548@neosmith.com,Diane Shaffer,Operations,0.38
daniel.wood.E1549@neosmith.com,Daniel Wood,Logistics,0.38
dennis.rasmussen.E1550@neosmith.com,Dennis Rasmussen,Marketing,0.32
john.collins.E1551@neosmith.com,John Collins,Sales,0.41
ashley.patterson.E1552@neosmith.com,Ashley Patterson,Engineering,0.22
mr..jason.williams.E1553@neosmith.com,Mr. Jason Williams,IT,0.41
matthew.summers.E1554@neosmith.com,Matthew Summers,Risk & Compliance,0.26
brandon.james.E1555@neosmith.com,Brandon James,Finance,0.34
susan.grimes.E1556@neosmith.com,Susan Grimes,R&D,0.44
laura.carroll.E1557@neosmith.com,Laura Carroll,People,0.38
michael.mccarty.E1558@neosmith.com,Michael Mccarty,Operations,0.62
christopher.ramirez.E1559@neosmith.com,Christopher Ramirez,Logistics,0.41
ronald.jones.E1560@neosmith.com,Ronald Jones,Marketing,0.35
elizabeth.tran.E1561@neosmith.com,Elizabeth Tran,Sales,0.79
amanda.torres.E1562@neosmith.com,Amanda Torres,Engineering,0.77
michael.barker.E1563@neosmith.com,Michael Barker,IT,0.37
breanna.jones.E1564@neosmith.com,Breanna Jones,Risk & Compliance,0.35
ashley.weber.E1565@neosmith.com,Ashley Weber,Finance,0.39
stephen.medina.E1566@neosmith.com,Stephen Medina,R&D,0.4
jeffrey.rocha.E1567@neosmith.com,Jeffrey Rocha,People,0.48
tara.evans.E1568@neosmith.com,Tara Evans,Operations,0.52
james.myers.E1569@neosmith.com,James Myers,Logistics,0.36
thomas.pena.E1570@neosmith.com,Thomas Pena,Marketing,0.63
tracy.everett.E1571@neosmith.com,Tracy Everett,Sales,0.41
gabriel.hicks.E1572@neosmith.com,Gabriel Hicks,Engineering,0.48
nicholas.soto.E1573@neosmith.com,Nicholas Soto,IT,0.37
jacqueline.phillips.E1574@neosmith.com,Jacqueline Phillips,Risk & Compliance,0.41
christy.fitzgerald.E1575@neosmith.com,Christy Fitzgerald,Finance,0.42
melanie.chambers.md.E1576@neosmith.com,Melanie Chambers MD,R&D,0.33
emily.newman.E1577@neosmith.com,Emily Newman,People,0.44
timothy.jones.E1578@neosmith.com,Timothy Jones,Operations,0.5
thomas.murphy.jr..E1579@neosmith.com,Thomas Murphy Jr.,Logistics,0.38
norma.franklin.E1580@neosmith.com,Norma Franklin,Marketing,0.45
justin.hughes.E1581@neosmith.com,Justin Hughes,Sales,0.39
alexa.lara.E1582@neosmith.com,Alexa Lara,Engineering,0.47
brittany.luna.E1583@neosmith.com,Brittany Luna,IT,0.36
lindsey.klein.E1584@neosmith.com,Lindsey Klein,Risk & Compliance,0.54
danielle.taylor.E1585@neosmith.com,Danielle Taylor,Finance,0.27
tiffany.johnson.E1586@neosmith.com,Tiffany Johnson,R&D,0.29
joyce.hughes.E1587@neosmith.com,Joyce Hughes,People,0.4
ryan.bailey.E1588@neosmith.com,Ryan Bailey,Operations,0.43
james.mcdonald.E1589@neosmith.com,James Mcdonald,Logistics,0.25
sarah.jones.E1590@neosmith.com,Sarah Jones,Marketing,0.25
jody.smith.E1591@neosmith.com,Jody Smith,Sales,0.17
amanda.henson.E1592@neosmith.com,Amanda Henson,Engineering,0.37
jamie.shaw.E1593@neosmith.com,Jamie Shaw,IT,0.42
matthew.christian.E1594@neosmith.com,Matthew Christian,Risk & Compliance,0.42
tiffany.stokes.E1595@neosmith.com,Tiffany Stokes,Finance,0.3
arthur.garcia.E1596@neosmith.com,Arthur Garcia,R&D,0.3
tiffany.white.E1597@neosmith.com,Tiffany White,People,0.43
lawrence.williams.E1598@neosmith.com,Lawrence Williams,Operations,0.51
karen.martinez.E1599@neosmith.com,Karen Martinez,Logistics,0.43
dawn.collins.E1600@neosmith.com,Dawn Collins,Marketing,0.49
scott.mills.E1601@neosmith.com,Scott Mills,Sales,0.68
travis.jones.E1602@neosmith.com,Travis Jones,Engineering,0.38
ricky.bridges.E1603@neosmith.com,Ricky Bridges,IT,0.3
claudia.butler.E1604@neosmith.com,Claudia Butler,Risk & Compliance,0.4
brandon.taylor.E1605@neosmith.com,Brandon Taylor,Finance,0.5
seth.johnson.E1606@neosmith.com,Seth Johnson,R&D,0.44
nicholas.clark.E1607@neosmith.com,Nicholas Clark,People,0.43
christopher.steele.E1608@neosmith.com,Christopher Steele,Operations,0.58
krista.rivera.E1609@neosmith.com,Krista Rivera,Logistics,0.53
robert.gonzalez.E1610@neosmith.com,Robert Gonzalez,Marketing,0.49
james.sullivan.E1611@neosmith.com,James Sullivan,Sales,0.27
johnathan.quinn.E1612@neosmith.com,Johnathan Quinn,Engineering,0.32
matthew.barry.E1613@neosmith.com,Matthew Barry,IT,0.44
stephanie.stevens.E1614@neosmith.com,Stephanie Stevens,Risk & Compliance,0.34
mr..matthew.jackson.E1615@neosmith.com,Mr. Matthew Jackson,Finance,0.31
michael.torres.E1616@neosmith.com,Michael Torres,R&D,0.38
karen.warren.E1617@neosmith.com,Karen Warren,People,0.28
mary.taylor.dvm.E1618@neosmith.com,Mary Taylor DVM,Operations,0.25
brendan.pham.E1619@neosmith.com,Brendan Pham,Logistics,0.45
nicole.myers.E1620@neosmith.com,Nicole Myers,Marketing,0.27
frank.young.E1621@neosmith.com,Frank Young,Sales,0.42
james.serrano.E1622@neosmith.com,James Serrano,Engineering,0.81
kathryn.jackson.E1623@neosmith.com,Kathryn Jackson,IT,0.53
william.brooks.E1624@neosmith.com,William Brooks,Risk & Compliance,0.47
gary.martin.E1625@neosmith.com,Gary Martin,Finance,0.38
patricia.powers.E1626@neosmith.com,Patricia Powers,R&D,0.28
gabrielle.wyatt.E1627@neosmith.com,Gabrielle Wyatt,People,0.47
john.deleon.dds.E1628@neosmith.com,John Deleon DDS,Operations,0.47
victor.parks.E1629@neosmith.com,Victor Parks,Logistics,0.4
theresa.lynch.E1630@neosmith.com,Theresa Lynch,Marketing,0.75
belinda.deleon.E1631@neosmith.com,Belinda Deleon,Sales,0.37
rodney.butler.E1632@neosmith.com,Rodney Butler,Engineering,0.31
carla.giles.E1633@neosmith.com,Carla Giles,IT,0.37
christian.west.E1634@neosmith.com,Christian West,Risk & Compliance,0.36
alex.smith.E1635@neosmith.com,Alex Smith,Finance,0.42
samantha.turner.E1636@neosmith.com,Samantha Turner,R&D,0.26
david.russell.E1637@neosmith.com,David Russell,People,0.3
stacey.boyd.E1638@neosmith.com,Stacey Boyd,Operations,0.14
kaitlyn.nunez.E1639@neosmith.com,Kaitlyn Nunez,Logistics,0.46
brad.webster.E1640@neosmith.com,Brad Webster,Marketing,0.54
marie.mcintyre.E1641@neosmith.com,Marie Mcintyre,Sales,0.4
kathleen.nguyen.E1642@neosmith.com,Kathleen Nguyen,Engineering,0.28
amy.burns.E1643@neosmith.com,Amy Burns,IT,0.25
james.estrada.E1644@neosmith.com,James Estrada,Risk & Compliance,0.33
lauren.hill.E1645@neosmith.com,Lauren Hill,Finance,0.29
mark.moss.E1646@neosmith.com,Mark Moss,R&D,0.35
joseph.smith.E1647@neosmith.com,Joseph Smith,People,0.32
mr..kevin.gomez.E1648@neosmith.com,Mr. Kevin Gomez,Operations,0.8
emily.blackburn.E1649@neosmith.com,Emily Blackburn,Logistics,0.28
brittany.johnston.E1650@neosmith.com,Brittany Johnston,Marketing,0.47
gloria.green.E1651@neosmith.com,Gloria Green,Sales,0.7
stacy.morgan.E1652@neosmith.com,Stacy Morgan,Engineering,0.52
jennifer.gonzalez.E1653@neosmith.com,Jennifer Gonzalez,IT,0.41
lindsay.nolan.E1654@neosmith.com,Lindsay Nolan,Risk & Compliance,0.33
virginia.english.E1655@neosmith.com,Virginia English,Finance,0.31
thomas.clay.E1656@neosmith.com,Thomas Clay,R&D,0.78
nicole.martin.E1657@neosmith.com,Nicole Martin,People,0.4
mark.johnson.E1658@neosmith.com,Mark Johnson,Operations,0.21
lisa.johnson.E1659@neosmith.com,Lisa Johnson,Logistics,0.44
gabrielle.ray.E1660@neosmith.com,Gabrielle Ray,Marketing,0.39
emily.green.E1661@neosmith.com,Emily Green,Sales,0.32
bridget.bass.E1662@neosmith.com,Bridget Bass,Engineering,0.33
anthony.lee.E1663@neosmith.com,Anthony Lee,IT,0.75
zachary.livingston.E1664@neosmith.com,Zachary Livingston,Risk & Compliance,0.43
terri.klein.E1665@neosmith.com,Terri Klein,Finance,0.27
rhonda.hammond.E1666@neosmith.com,Rhonda Hammond,R&D,0.4
tonya.mason.E1667@neosmith.com,Tonya Mason,People,0.41
maurice.cruz.E1668@neosmith.com,Maurice Cruz,Operations,0.35
richard.proctor.E1669@neosmith.com,Richard Proctor,Logistics,0.77
olivia.white.E1670@neosmith.com,Olivia White,Marketing,0.28
francisco.hall.E1671@neosmith.com,Francisco Hall,Sales,0.43
christine.meyers.E1672@neosmith.com,Christine Meyers,Engineering,0.56
mary.hogan.E1673@neosmith.com,Mary Hogan,IT,0.41
tonya.mays.E1674@neosmith.com,Tonya Mays,Risk & Compliance,0.3
gregory.stephens.E1675@neosmith.com,Gregory Stephens,Finance,0.51
derek.jimenez.E1676@neosmith.com,Derek Jimenez,R&D,0.35
john.barber.E1677@neosmith.com,John Barber,People,0.8
jeremy.zhang.E1678@neosmith.com,Jeremy Zhang,Operations,0.4
douglas.lewis.E1679@neosmith.com,Douglas Lewis,Logistics,0.4
kenneth.ortiz.E1680@neosmith.com,Kenneth Ortiz,Marketing,0.41
brandi.stephens.E1681@neosmith.com,Brandi Stephens,Sales,0.48
tina.jackson.E1682@neosmith.com,Tina Jackson,Engineering,0.36
amanda.mejia.E1683@neosmith.com,Amanda Mejia,IT,0.21
ashley.ramirez.E1684@neosmith.com,Ashley Ramirez,Risk & Compliance,0.22
dennis.williams.E1685@neosmith.com,Dennis Williams,Finance,0.35
douglas.moss.E1686@neosmith.com,Douglas Moss,R&D,0.52
edward.ramirez.E1687@neosmith.com,Edward Ramirez,People,0.44
rebecca.reynolds.E1688@neosmith.com,Rebecca Reynolds,Operations,0.42
james.lambert.E1689@neosmith.com,James Lambert,Logistics,0.38
kelsey.gonzalez.E1690@neosmith.com,Kelsey Gonzalez,Marketing,0.47
kelly.taylor.E1691@neosmith.com,Kelly Taylor,Sales,0.24
christopher.medina.E1692@neosmith.com,Christopher Medina,Engineering,0.45
nicole.moore.E1693@neosmith.com,Nicole Moore,IT,0.53
michelle.anderson.E1694@neosmith.com,Michelle Anderson,Risk & Compliance,0.42
danielle.bird.E1695@neosmith.com,Danielle Bird,Finance,0.6
zachary.lynch.E1696@neosmith.com,Zachary Lynch,R&D,0.38
elizabeth.kim.E1697@neosmith.com,Elizabeth Kim,People,0.5
kyle.black.ii.E1698@neosmith.com,Kyle Black II,Operations,0.25
antonio.walls.E1699@neosmith.com,Antonio Walls,Logistics,0.8
katherine.rose.E1700@neosmith.com,Katherine Rose,Marketing,0.22
angela.johnson.E1701@neosmith.com,Angela Johnson,Sales,0.45
gerald.roberts.E1702@neosmith.com,Gerald Roberts,Engineering,0.32
cassidy.hicks.E1703@neosmith.com,Cassidy Hicks,IT,0.27
kelly.horne.E1704@neosmith.com,Kelly Horne,Risk & Compliance,0.34
ryan.frye.E1705@neosmith.com,Ryan Frye,Finance,0.53
megan.jackson.E1706@neosmith.com,Megan Jackson,R&D,0.41
theresa.brown.E1707@neosmith.com,Theresa Brown,People,0.36
christopher.keller.E1708@neosmith.com,Christopher Keller,Operations,0.43
cynthia.reyes.E1709@neosmith.com,Cynthia Reyes,Logistics,0.6
amanda.dixon.E1710@neosmith.com,Amanda Dixon,Marketing,0.89
christian.boyd.E1711@neosmith.com,Christian Boyd,Sales,0.24
todd.sanchez.E1712@neosmith.com,Todd Sanchez,Engineering,0.24
gregory.walton.E1713@neosmith.com,Gregory Walton,IT,0.46
dr..mark.olsen.md.E1714@neosmith.com,Dr. Mark Olsen MD,Risk & Compliance,0.28
kim.cooke.E1715@neosmith.com,Kim Cooke,Finance,0.45
melvin.reynolds.E1716@neosmith.com,Melvin Reynolds,R&D,0.33
lindsay.wagner.E1717@neosmith.com,Lindsay Wagner,People,0.4
patrick.glover.E1718@neosmith.com,Patrick Glover,Operations,0.42
kathleen.archer.E1719@neosmith.com,Kathleen Archer,Logistics,0.52
matthew.franklin.E1720@neosmith.com,Matthew Franklin,Marketing,0.4
amber.douglas.E1721@neosmith.com,Amber Douglas,Sales,0.45
lee.beasley.E1722@neosmith.com,Lee Beasley,Engineering,0.46
mary.moreno.E1723@neosmith.com,Mary Moreno,IT,0.28
cameron.rodriguez.E1724@neosmith.com,Cameron Rodriguez,Risk & Compliance,0.33
dominic.scott.E1725@neosmith.com,Dominic Scott,Finance,0.28
jacob.sullivan.E1726@neosmith.com,Jacob Sullivan,R&D,0.48
kristen.brennan.E1727@neosmith.com,Kristen Brennan,People,0.41
trevor.norton.E1728@neosmith.com,Trevor Norton,Operations,0.51
chad.horn.E1729@neosmith.com,Chad Horn,Logistics,0.29
monica.estes.E1730@neosmith.com,Monica Estes,Marketing,0.55
thomas.hawkins.E1731@neosmith.com,Thomas Hawkins,Sales,0.89
laura.everett.E1732@neosmith.com,Laura Everett,Engineering,0.42
johnny.cox.E1733@neosmith.com,Johnny Cox,IT,0.49
mary.griffith.E1734@neosmith.com,Mary Griffith,Risk & Compliance,0.49
virginia.winters.E1735@neosmith.com,Virginia Winters,Finance,0.48
